order_id,customer_id,order_date,region,category,revenue,payment_status,shipping_status
O9541,C68680,2026-03-25,West,Electronics,331.14,Success,Delivered
O9542,C41733,2026-03-25,South,Electronics,490.52,Success,Delivered
O9543,C65107,2026-03-25,West,Books,188.16,Success,Delivered
O9544,C50827,2026-03-25,South,Electronics,0.0,Failed,Delivered
O9545,C19193,2026-03-25,South,Fashion,275.29,Success,Delivered
O9546,C99814,2026-03-25,South,Fashion,77.67,Success,Delivered
O9547,C76788,2026-03-25,South,Fashion,369.71,Success,Delivered
O9548,C9735,2026-03-25,South,Books,22.62,Success,Delivered
O9549,C31036,2026-03-25,South,Books,207.6,Success,Delivered
O9550,C91902,2026-03-25,North,Electronics,341.87,Success,In Transit
O9551,C43857,2026-03-25,West,Store,136.24,Success,Delivered
O9552,C70181,2026-03-25,East,Store,152.62,Success,In Transit
O9553,C93727,2026-03-25,West,Electronics,0.0,Failed,Delivered
O9554,C22855,2026-03-25,South,Fashion,232.23,Success,In Transit
O9555,C74140,2026-03-25,South,Home,0.0,Failed,Delivered
O9556,C1974,2026-03-25,West,Electronics,221.65,Success,Delivered
O9557,C64667,2026-03-25,West,Fashion,0.0,Failed,Delivered
O9558,C52162,2026-03-25,South,Store,94.67,Success,In Transit
O9559,C18579,2026-03-25,East,Electronics,0.0,Failed,Delivered
O9560,C55649,2026-03-25,East,Electronics,0.0,Failed,Delivered
O9561,C82660,2026-03-25,South,Fashion,493.9,Success,Delivered
O9562,C45020,2026-03-25,South,Fashion,0.0,Failed,Delivered
O9563,C69359,2026-03-25,East,Home,28.79,Success,Delivered
O9564,C86234,2026-03-25,North,Store,130.68,Success,Delivered
O9565,C50813,2026-03-25,East,Home,261.22,Success,Delivered
O9566,C40081,2026-03-25,North,Store,96.12,Success,In Transit
O9567,C95674,2026-03-25,North,Home,187.36,Success,Delivered
O9568,C12776,2026-03-25,South,Books,324.54,Success,Delivered
O9569,C90530,2026-03-25,West,Electronics,178.26,Success,Delivered
O9570,C32256,2026-03-25,West,Fashion,63.77,Success,Delivered
O9571,C28631,2026-03-25,South,Home,327.44,Success,Delivered
O9572,C61611,2026-03-25,North,Books,339.69,Success,Delivered
O9573,C1817,2026-03-25,South,Home,451.77,Success,Delivered
O9574,C21101,2026-03-25,South,Home,160.15,Success,Delivered
O9575,C76625,2026-03-25,West,Store,391.78,Success,Delivered
O9576,C58711,2026-03-25,West,Books,319.81,Success,Delivered
O9577,C51089,2026-03-25,North,Home,313.93,Success,Delivered
O9578,C27962,2026-03-25,North,Fashion,169.48,Success,Delivered
O9579,C18689,2026-03-25,North,Store,338.95,Success,Delivered
O9580,C28754,2026-03-25,South,Electronics,494.52,Success,Delivered
O9581,C31607,2026-03-25,West,Store,191.41,Success,Delivered
O9582,C2985,2026-03-25,West,Store,0.0,Failed,Delivered
O9583,C71631,2026-03-25,West,Store,148.19,Success,Delivered
O9584,C50652,2026-03-25,West,Electronics,297.68,Success,Delivered
O9585,C30448,2026-03-25,East,Home,299.11,Success,Delivered
O9586,C37125,2026-03-25,East,Books,53.73,Success,Delivered
O9587,C64355,2026-03-25,South,Home,194.84,Success,Delivered
O9588,C65830,2026-03-25,North,Store,0.0,Failed,Delivered
O9589,C66045,2026-03-25,West,Fashion,275.91,Success,Delivered
O9590,C62211,2026-03-25,North,Electronics,284.93,Success,Delivered
O9591,C56766,2026-03-26,East,Books,104.32,Success,Delivered
O9592,C29438,2026-03-26,East,Fashion,330.55,Success,Delivered
O9593,C79191,2026-03-26,North,Home,36.87,Success,Delivered
O9594,C93562,2026-03-26,East,Electronics,0.0,Failed,Delivered
O9595,C19354,2026-03-26,East,Electronics,32.09,Success,Delivered
O9596,C41958,2026-03-26,North,Fashion,0.0,Failed,Delivered
O9597,C89628,2026-03-26,East,Fashion,445.0,Success,Delivered
O9598,C2594,2026-03-26,East,Fashion,366.49,Success,Delivered
O9599,C42681,2026-03-26,East,Store,305.84,Success,Delivered
O9600,C37511,2026-03-26,North,Electronics,0.0,Failed,Delivered
O9601,C99941,2026-03-26,South,Home,334.24,Success,Delivered
O9602,C86528,2026-03-26,North,Store,403.68,Success,Delivered
O9603,C49207,2026-03-26,East,Fashion,327.89,Success,Delivered
O9604,C78044,2026-03-26,West,Books,96.61,Success,In Transit
O9605,C49257,2026-03-26,South,Fashion,42.18,Success,Delivered
O9606,C12567,2026-03-26,West,Home,132.92,Success,Delivered
O9607,C26168,2026-03-26,West,Home,435.06,Success,Delivered
O9608,C34783,2026-03-26,North,Electronics,359.29,Success,Delivered
O9609,C89509,2026-03-26,North,Store,477.9,Success,Delivered
O9610,C19569,2026-03-26,East,Fashion,275.02,Success,Delivered
O9611,C93787,2026-03-26,South,Home,411.17,Success,Delivered
O9612,C87130,2026-03-26,South,Books,130.23,Success,Delivered
O9613,C84925,2026-03-26,North,Books,453.87,Success,Delivered
O9614,C87647,2026-03-26,West,Electronics,463.52,Success,Delivered
O9615,C94134,2026-03-26,East,Home,188.42,Success,In Transit
O9616,C9402,2026-03-26,West,Home,380.02,Success,Delivered
O9617,C80721,2026-03-26,East,Books,292.93,Success,Delivered
O9618,C62405,2026-03-26,North,Store,117.84,Success,Delivered
O9619,C22843,2026-03-26,North,Store,302.17,Success,Delivered
O9620,C69963,2026-03-26,North,Store,100.07,Success,Delivered
O9621,C27182,2026-03-26,South,Store,235.67,Success,Delivered
O9622,C26362,2026-03-26,East,Books,163.08,Success,Delivered
O9623,C1387,2026-03-26,East,Electronics,494.27,Success,Delivered
O9624,C49465,2026-03-26,North,Books,70.59,Success,Delivered
O9625,C34547,2026-03-26,North,Store,322.75,Success,Delivered
O9626,C24563,2026-03-26,North,Fashion,0.0,Failed,Delivered
O9627,C51893,2026-03-26,South,Electronics,382.78,Success,Delivered
O9628,C32375,2026-03-26,West,Electronics,469.53,Success,Delivered
O9629,C56437,2026-03-26,East,Home,112.62,Success,Delivered
O9630,C48803,2026-03-26,West,Electronics,387.87,Success,Delivered
O9631,C44511,2026-03-26,South,Fashion,426.77,Success,Delivered
O9632,C67217,2026-03-26,East,Electronics,498.66,Success,Delivered
O9633,C1824,2026-03-26,North,Store,387.57,Success,In Transit
O9634,C57126,2026-03-26,East,Books,294.71,Success,Delivered
O9635,C99568,2026-03-26,North,Store,86.13,Success,Delivered
O9636,C97607,2026-03-26,North,Electronics,0.0,Failed,Delivered
O9637,C82584,2026-03-26,East,Fashion,0.0,Failed,Delivered
O9638,C67970,2026-03-26,East,Fashion,340.25,Success,In Transit
O9639,C83192,2026-03-26,West,Store,260.64,Success,Delivered
O9640,C10185,2026-03-26,South,Home,0.0,Failed,Delivered
O9641,C74257,2026-03-27,South,Fashion,0.0,Failed,In Transit
O9642,C61076,2026-03-27,North,Electronics,127.97,Success,Delivered
O9643,C23337,2026-03-27,East,Store,191.5,Success,Delivered
O9644,C24299,2026-03-27,West,Books,131.3,Success,Delivered
O9645,C73958,2026-03-27,West,Electronics,446.0,Success,Delivered
O9646,C46048,2026-03-27,East,Store,291.98,Success,Delivered
O9647,C1661,2026-03-27,South,Fashion,0.0,Failed,Delivered
O9648,C49142,2026-03-27,East,Fashion,209.29,Success,Delivered
O9649,C38820,2026-03-27,East,Home,0.0,Failed,Delivered
O9650,C32017,2026-03-27,South,Home,424.38,Success,In Transit
O9651,C8117,2026-03-27,East,Store,0.0,Failed,Delivered
O9652,C15075,2026-03-27,West,Books,91.49,Success,Delivered
O9653,C92879,2026-03-27,North,Books,338.17,Success,Delivered
O9654,C15184,2026-03-27,North,Store,322.15,Success,In Transit
O9655,C33383,2026-03-27,East,Fashion,175.26,Success,Delivered
O9656,C7935,2026-03-27,East,Store,219.72,Success,Delivered
O9657,C5635,2026-03-27,East,Home,0.0,Failed,Delivered
O9658,C92829,2026-03-27,South,Home,468.54,Success,In Transit
O9659,C39254,2026-03-27,North,Electronics,0.0,Failed,Delivered
O9660,C12184,2026-03-27,North,Electronics,0.0,Failed,Delivered
O9661,C22892,2026-03-27,North,Home,450.27,Success,Delivered
O9662,C9233,2026-03-27,East,Electronics,0.0,Failed,Delivered
O9663,C84752,2026-03-27,North,Fashion,74.65,Success,Delivered
O9664,C92162,2026-03-27,East,Store,124.85,Success,Delivered
O9665,C84844,2026-03-27,North,Books,70.17,Success,Delivered
O9666,C97047,2026-03-27,West,Books,217.21,Success,Delivered
O9667,C64865,2026-03-27,South,Electronics,167.98,Success,Delivered
O9668,C93578,2026-03-27,South,Electronics,0.0,Failed,Delivered
O9669,C24686,2026-03-27,North,Books,44.63,Success,Delivered
O9670,C15678,2026-03-27,East,Fashion,243.78,Success,Delivered
O9671,C56210,2026-03-27,East,Home,0.0,Failed,Delivered
O9672,C94258,2026-03-27,North,Home,499.21,Success,Delivered
O9673,C15313,2026-03-27,West,Books,70.05,Success,In Transit
O9674,C13749,2026-03-27,South,Fashion,468.16,Success,Delivered
O9675,C95066,2026-03-27,North,Books,0.0,Failed,Delivered
O9676,C71165,2026-03-27,East,Home,53.87,Success,Delivered
O9677,C76318,2026-03-27,West,Store,364.39,Success,Delivered
O9678,C13553,2026-03-27,North,Books,260.06,Success,Delivered
O9679,C6842,2026-03-27,North,Electronics,131.74,Success,Delivered
O9680,C65033,2026-03-27,West,Home,444.86,Success,Delivered
O9681,C30584,2026-03-27,North,Books,71.08,Success,Delivered
O9682,C8424,2026-03-27,East,Home,0.0,Failed,Delivered
O9683,C72051,2026-03-27,East,Electronics,231.98,Success,Delivered
O9684,C78858,2026-03-27,North,Store,314.78,Success,Delivered
O9685,C1341,2026-03-27,South,Electronics,0.0,Failed,In Transit
O9686,C61357,2026-03-28,North,Fashion,383.32,Success,Delivered
O9687,C58071,2026-03-28,South,Home,256.13,Success,Delivered
O9688,C80256,2026-03-28,North,Fashion,435.46,Success,Delivered
O9689,C87116,2026-03-28,South,Electronics,0.0,Failed,Delivered
O9690,C13973,2026-03-28,North,Store,119.25,Success,In Transit
O9691,C58174,2026-03-28,East,Fashion,370.37,Success,Delivered
O9692,C17687,2026-03-28,West,Books,183.74,Success,Delivered
O9693,C27597,2026-03-28,North,Fashion,68.7,Success,Delivered
O9694,C34760,2026-03-28,South,Store,367.43,Success,Delivered
O9695,C56181,2026-03-28,North,Home,61.98,Success,Delivered
O9696,C57111,2026-03-28,East,Home,205.24,Success,Delivered
O9697,C46109,2026-03-28,East,Home,0.0,Failed,Delivered
O9698,C52958,2026-03-28,West,Store,35.09,Success,Delivered
O9699,C75884,2026-03-28,South,Books,370.9,Success,Delivered
O9700,C42783,2026-03-28,East,Home,278.34,Success,Delivered
O9701,C16093,2026-03-28,South,Store,302.09,Success,Delivered
O9702,C86055,2026-03-28,South,Fashion,0.0,Failed,Delivered
O9703,C36368,2026-03-28,West,Fashion,466.97,Success,Delivered
O9704,C34575,2026-03-28,West,Books,309.35,Success,Delivered
O9705,C64578,2026-03-28,East,Store,317.07,Success,Delivered
O9706,C92970,2026-03-28,South,Home,278.85,Success,Delivered
O9707,C7967,2026-03-28,South,Books,369.26,Success,In Transit
O9708,C55906,2026-03-28,East,Fashion,237.01,Success,Delivered
O9709,C9940,2026-03-28,East,Electronics,192.56,Success,Delivered
O9710,C89990,2026-03-28,West,Store,257.9,Success,Delivered
O9711,C5746,2026-03-28,South,Store,277.61,Success,Delivered
O9712,C66777,2026-03-28,North,Books,212.75,Success,Delivered
O9713,C24485,2026-03-28,South,Books,0.0,Failed,Delivered
O9714,C55120,2026-03-28,West,Electronics,191.9,Success,In Transit
O9715,C68558,2026-03-28,East,Electronics,0.0,Failed,Delivered
O9716,C40385,2026-03-28,West,Store,0.0,Failed,Delivered
O9717,C73041,2026-03-28,South,Fashion,42.29,Success,Delivered
O9718,C31132,2026-03-28,South,Store,0.0,Failed,Delivered
O9719,C71854,2026-03-28,North,Store,0.0,Failed,Delivered
O9720,C38489,2026-03-28,South,Books,401.24,Success,Delivered
O9721,C20577,2026-03-28,South,Books,103.76,Success,Delivered
O9722,C29617,2026-03-28,North,Fashion,112.46,Success,Delivered
O9723,C5422,2026-03-28,East,Store,123.3,Success,Delivered
O9724,C17922,2026-03-28,East,Home,422.54,Success,Delivered
O9725,C29618,2026-03-28,North,Store,487.9,Success,Delivered
O9726,C23536,2026-03-28,North,Fashion,0.0,Failed,In Transit
O9727,C31131,2026-03-28,North,Store,176.88,Success,Delivered
O9728,C53498,2026-03-28,South,Electronics,0.0,Failed,Delivered
O9729,C81241,2026-03-28,West,Home,77.86,Success,Delivered
O9730,C90022,2026-03-28,North,Electronics,154.35,Success,Delivered
O9731,C53597,2026-03-28,South,Store,207.12,Success,Delivered
O9732,C64777,2026-03-28,South,Home,445.57,Success,Delivered
O9733,C35225,2026-03-28,East,Home,72.57,Success,Delivered
O9734,C64767,2026-03-28,North,Store,212.66,Success,Delivered
O9735,C89376,2026-03-28,North,Home,154.28,Success,Delivered
O9736,C59346,2026-03-28,North,Fashion,321.26,Success,In Transit
O9737,C89526,2026-03-28,West,Fashion,191.74,Success,Delivered
O9738,C72192,2026-03-28,West,Books,194.37,Success,Delivered
O9739,C4378,2026-03-28,East,Home,366.64,Success,Delivered
O9740,C94546,2026-03-29,South,Fashion,493.7,Success,Delivered
O9741,C26565,2026-03-29,South,Home,166.54,Success,Delivered
O9742,C8349,2026-03-29,West,Home,112.81,Success,Delivered
O9743,C28229,2026-03-29,East,Books,307.85,Success,Delivered
O9744,C38992,2026-03-29,East,Electronics,75.4,Success,Delivered
O9745,C49047,2026-03-29,North,Fashion,398.73,Success,Delivered
O9746,C80233,2026-03-29,North,Fashion,47.04,Success,Delivered
O9747,C42014,2026-03-29,West,Store,83.37,Success,Delivered
O9748,C42991,2026-03-29,North,Electronics,155.78,Success,Delivered
O9749,C85335,2026-03-29,North,Fashion,0.0,Failed,Delivered
O9750,C94636,2026-03-29,South,Store,355.35,Success,Delivered
O9751,C90263,2026-03-29,East,Store,72.74,Success,Delivered
O9752,C33702,2026-03-29,East,Store,151.59,Success,Delivered
O9753,C72283,2026-03-29,East,Store,80.05,Success,Delivered
O9754,C23563,2026-03-29,South,Store,409.28,Success,Delivered
O9755,C99165,2026-03-29,East,Electronics,55.93,Success,Delivered
O9756,C42422,2026-03-29,West,Fashion,133.95,Success,Delivered
O9757,C46101,2026-03-29,North,Books,32.64,Success,Delivered
O9758,C75194,2026-03-29,South,Fashion,109.01,Success,Delivered
O9759,C12442,2026-03-29,South,Home,171.97,Success,Delivered
O9760,C87680,2026-03-29,South,Fashion,80.03,Success,Delivered
O9761,C1039,2026-03-29,West,Electronics,170.15,Success,Delivered
O9762,C53994,2026-03-29,East,Fashion,438.25,Success,Delivered
O9763,C40114,2026-03-29,East,Store,85.7,Success,Delivered
O9764,C90521,2026-03-29,West,Books,0.0,Failed,Delivered
O9765,C91695,2026-03-29,South,Home,490.83,Success,Delivered
O9766,C65217,2026-03-29,West,Electronics,213.71,Success,Delivered
O9767,C79766,2026-03-29,West,Books,255.72,Success,Delivered
O9768,C33241,2026-03-29,North,Store,248.62,Success,Delivered
O9769,C20713,2026-03-29,North,Electronics,495.22,Success,Delivered
O9770,C29219,2026-03-29,North,Fashion,0.0,Failed,Delivered
O9771,C41033,2026-03-29,East,Electronics,114.16,Success,Delivered
O9772,C48447,2026-03-29,East,Fashion,46.17,Success,In Transit
O9773,C32829,2026-03-29,North,Store,490.28,Success,Delivered
O9774,C29583,2026-03-29,South,Fashion,496.58,Success,Delivered
O9775,C74903,2026-03-29,West,Books,135.84,Success,In Transit
O9776,C86921,2026-03-29,West,Fashion,284.71,Success,Delivered
O9777,C53229,2026-03-29,South,Books,43.84,Success,Delivered
O9778,C50129,2026-03-29,North,Electronics,0.0,Failed,Delivered
O9779,C60301,2026-03-29,South,Electronics,206.64,Success,Delivered
O9780,C48000,2026-03-29,South,Store,210.72,Success,Delivered
O9781,C74911,2026-03-29,East,Home,59.24,Success,Delivered
O9782,C81709,2026-03-29,West,Electronics,154.25,Success,Delivered
O9783,C86725,2026-03-29,South,Books,301.69,Success,Delivered
O9784,C98917,2026-03-29,North,Home,0.0,Failed,Delivered
O9785,C99531,2026-03-29,East,Home,20.35,Success,Delivered
O9786,C6558,2026-03-29,West,Fashion,0.0,Failed,Delivered
O9787,C26892,2026-03-29,East,Fashion,364.62,Success,Delivered
O9788,C38129,2026-03-29,West,Electronics,0.0,Failed,Delivered
O9789,C10761,2026-03-29,South,Home,414.68,Success,Delivered
O9790,C19121,2026-03-29,West,Fashion,55.23,Success,Delivered
O9791,C70018,2026-03-29,East,Fashion,129.78,Success,Delivered
O9792,C94067,2026-03-29,East,Electronics,476.67,Success,Delivered
O9793,C93145,2026-03-29,South,Books,422.6,Success,Delivered
O9794,C73932,2026-03-29,South,Fashion,206.42,Success,Delivered
O9795,C30488,2026-03-29,South,Electronics,87.98,Success,Delivered
O9796,C19972,2026-03-29,East,Electronics,375.79,Success,Delivered
O9797,C6384,2026-03-29,West,Fashion,185.78,Success,Delivered
O9798,C29955,2026-03-29,South,Books,243.83,Success,Delivered
O9799,C30956,2026-03-29,South,Electronics,208.59,Success,Delivered
O9800,C43858,2026-03-29,West,Books,0.0,Failed,Delivered
O9801,C32586,2026-03-30,North,Home,264.57,Success,Delivered
O9802,C26603,2026-03-30,East,Home,24.21,Success,Delivered
O9803,C67831,2026-03-30,North,Electronics,91.11,Success,Delivered
O9804,C27416,2026-03-30,East,Electronics,71.68,Success,Delivered
O9805,C98819,2026-03-30,West,Home,0.0,Failed,Delivered
O9806,C63366,2026-03-30,North,Home,184.0,Success,Delivered
O9807,C13547,2026-03-30,South,Home,215.28,Success,Delivered
O9808,C31435,2026-03-30,East,Electronics,159.17,Success,In Transit
O9809,C24503,2026-03-30,North,Books,28.3,Success,Delivered
O9810,C30423,2026-03-30,South,Books,305.33,Success,Delivered
O9811,C98551,2026-03-30,West,Home,108.38,Success,Delivered
O9812,C17430,2026-03-30,South,Home,0.0,Failed,Delivered
O9813,C23657,2026-03-30,East,Store,81.21,Success,Delivered
O9814,C41047,2026-03-30,South,Electronics,0.0,Failed,Delivered
O9815,C78842,2026-03-30,North,Store,194.14,Success,Delivered
O9816,C63505,2026-03-30,West,Fashion,350.63,Success,Delivered
O9817,C29496,2026-03-30,South,Books,316.32,Success,Delivered
O9818,C89897,2026-03-30,East,Store,44.34,Success,Delivered
O9819,C47636,2026-03-30,West,Home,299.67,Success,Delivered
O9820,C84397,2026-03-30,North,Fashion,0.0,Failed,Delivered
O9821,C95713,2026-03-30,West,Store,422.2,Success,Delivered
O9822,C80565,2026-03-30,South,Electronics,316.49,Success,In Transit
O9823,C56805,2026-03-30,East,Electronics,0.0,Failed,Delivered
O9824,C41976,2026-03-30,North,Store,36.5,Success,In Transit
O9825,C85971,2026-03-30,West,Books,42.06,Success,Delivered
O9826,C76142,2026-03-30,North,Home,378.06,Success,Delivered
O9827,C6952,2026-03-30,East,Home,171.22,Success,In Transit
O9828,C70040,2026-03-30,North,Books,295.1,Success,Delivered
O9829,C87668,2026-03-30,South,Books,42.85,Success,Delivered
O9830,C16779,2026-03-30,East,Electronics,464.67,Success,Delivered
O9831,C77112,2026-03-30,South,Books,0.0,Failed,In Transit
O9832,C45960,2026-03-30,West,Books,323.64,Success,Delivered
O9833,C23367,2026-03-30,North,Store,0.0,Failed,Delivered
O9834,C3868,2026-03-30,South,Books,369.25,Success,Delivered
O9835,C26066,2026-03-30,North,Home,454.3,Success,In Transit
O9836,C58622,2026-03-30,East,Home,43.51,Success,Delivered
O9837,C65795,2026-03-30,West,Electronics,357.86,Success,Delivered
O9838,C73974,2026-03-30,North,Books,231.6,Success,Delivered
O9839,C77252,2026-03-30,East,Books,255.88,Success,In Transit
O9840,C66813,2026-03-30,West,Store,0.0,Failed,Delivered
O9841,C8962,2026-03-30,East,Store,412.38,Success,Delivered
O9842,C51422,2026-03-30,South,Store,0.0,Failed,Delivered
O9843,C75483,2026-03-30,East,Fashion,0.0,Failed,Delivered
O9844,C81322,2026-03-30,East,Books,0.0,Failed,Delivered
O9845,C50785,2026-03-30,West,Home,0.0,Failed,In Transit
O9846,C35953,2026-03-30,North,Electronics,102.64,Success,Delivered
O9847,C96452,2026-03-30,East,Home,363.89,Success,Delivered
O9848,C30892,2026-03-30,East,Store,328.03,Success,Delivered
O9849,C34851,2026-03-30,South,Store,494.43,Success,Delivered
O9850,C69104,2026-03-30,North,Store,406.87,Success,Delivered
O9851,C59524,2026-03-30,East,Home,493.25,Success,Delivered
O9852,C28593,2026-03-31,North,Electronics,301.3,Success,In Transit
O9853,C37749,2026-03-31,South,Electronics,76.71,Success,Delivered
O9854,C70479,2026-03-31,West,Home,304.25,Success,Delivered
O9855,C51691,2026-03-31,East,Books,0.0,Failed,Delivered
O9856,C83647,2026-03-31,North,Electronics,107.09,Success,Delivered
O9857,C39376,2026-03-31,East,Fashion,213.61,Success,Delivered
O9858,C26066,2026-03-31,West,Electronics,0.0,Failed,Delivered
O9859,C58652,2026-03-31,East,Store,118.72,Success,Delivered
O9860,C39100,2026-03-31,West,Home,176.73,Success,Delivered
O9861,C66874,2026-03-31,South,Home,49.15,Success,Delivered
O9862,C42776,2026-03-31,South,Electronics,223.93,Success,Delivered
O9863,C97348,2026-03-31,West,Electronics,478.58,Success,Delivered
O9864,C45571,2026-03-31,North,Electronics,211.52,Success,Delivered
O9865,C91811,2026-03-31,North,Books,0.0,Failed,Delivered
O9866,C32180,2026-03-31,West,Books,349.44,Success,Delivered
O9867,C12700,2026-03-31,North,Fashion,281.55,Success,Delivered
O9868,C10984,2026-03-31,North,Home,447.6,Success,Delivered
O9869,C86288,2026-03-31,West,Store,276.19,Success,Delivered
O9870,C39140,2026-03-31,South,Books,97.4,Success,Delivered
O9871,C17744,2026-03-31,South,Fashion,386.84,Success,Delivered
O9872,C17768,2026-03-31,North,Electronics,468.24,Success,Delivered
O9873,C51061,2026-03-31,North,Fashion,493.53,Success,Delivered
O9874,C40455,2026-03-31,West,Fashion,0.0,Failed,Delivered
O9875,C95524,2026-03-31,West,Home,0.0,Failed,Delivered
O9876,C4916,2026-03-31,South,Electronics,0.0,Failed,Delivered
O9877,C31192,2026-03-31,North,Fashion,206.12,Success,Delivered
O9878,C59052,2026-03-31,North,Electronics,316.08,Success,Delivered
O9879,C50250,2026-03-31,North,Fashion,451.57,Success,Delivered
O9880,C16107,2026-03-31,South,Store,79.52,Success,Delivered
O9881,C95539,2026-03-31,East,Books,157.72,Success,Delivered
O9882,C11149,2026-03-31,North,Electronics,267.17,Success,Delivered
O9883,C33864,2026-03-31,East,Electronics,152.32,Success,Delivered
O9884,C5118,2026-03-31,West,Home,388.68,Success,Delivered
O9885,C16243,2026-03-31,North,Fashion,264.16,Success,Delivered
O9886,C7457,2026-03-31,West,Store,264.5,Success,Delivered
O9887,C71406,2026-03-31,East,Fashion,452.0,Success,Delivered
O9888,C36941,2026-03-31,East,Books,0.0,Failed,Delivered
O9889,C12355,2026-03-31,West,Books,51.18,Success,Delivered
O9890,C12878,2026-03-31,East,Home,293.35,Success,Delivered
O9891,C39635,2026-03-31,East,Electronics,144.15,Success,Delivered
O9892,C52013,2026-03-31,North,Books,387.88,Success,In Transit
O9893,C33145,2026-03-31,South,Books,0.0,Failed,Delivered
O9894,C98289,2026-03-31,North,Home,0.0,Failed,Delivered
O9895,C38264,2026-03-31,West,Fashion,153.95,Success,Delivered
O9896,C87411,2026-03-31,East,Home,101.44,Success,Delivered
O9897,C36398,2026-03-31,South,Store,405.57,Success,Delivered
O9898,C9220,2026-03-31,East,Electronics,158.5,Success,Delivered
O9899,C18505,2026-03-31,East,Home,0.0,Failed,Delivered
O9900,C71320,2026-03-31,West,Books,371.54,Success,Delivered
O9901,C59522,2026-03-31,East,Fashion,332.44,Success,Delivered
O9902,C97755,2026-03-31,South,Store,0.0,Failed,Delivered
O9903,C1986,2026-03-31,South,Home,63.29,Success,Delivered
O9904,C64605,2026-03-31,East,Books,215.65,Success,Delivered
O9905,C95140,2026-03-31,South,Store,27.66,Success,Delivered
O9906,C28443,2026-03-31,North,Home,0.0,Failed,Delivered
O9907,C73522,2026-03-31,East,Books,0.0,Failed,Delivered
O9908,C40225,2026-03-31,South,Home,121.62,Success,Delivered
O9909,C45338,2026-03-31,South,Store,160.9,Success,Delivered
O9910,C25833,2026-03-31,South,Store,358.57,Success,Delivered
O9911,C34851,2026-03-31,South,Books,0.0,Failed,Delivered
O9912,C61457,2026-03-31,South,Electronics,402.49,Success,Delivered
O9913,C64763,2026-03-31,South,Electronics,174.25,Success,Delivered
O9914,C25873,2026-03-31,North,Fashion,371.39,Success,Delivered
O9915,C17691,2026-03-31,South,Books,153.27,Success,Delivered
O9916,C736,2026-03-31,North,Electronics,0.0,Failed,Delivered
O9917,C50019,2026-03-31,West,Books,359.27,Success,Delivered
O9918,C20117,2026-03-31,West,Electronics,82.23,Success,Delivered
O9919,C32022,2026-03-31,West,Fashion,417.66,Success,Delivered
O9920,C72996,2026-03-31,South,Store,0.0,Failed,Delivered
O9921,C13478,2026-03-31,West,Fashion,0.0,Failed,Delivered
O9922,C26952,2026-03-31,North,Store,62.74,Success,Delivered
O9923,C48755,2026-03-31,North,Books,307.65,Success,Delivered
O9924,C16020,2026-03-31,West,Fashion,75.45,Success,Delivered
O9925,C59668,2026-03-31,North,Books,464.8,Success,Delivered
O9926,C19443,2026-03-31,West,Fashion,435.47,Success,Delivered
O9927,C30704,2026-03-31,South,Electronics,249.68,Success,Delivered
O9928,C50068,2026-03-31,West,Store,319.08,Success,Delivered
O9929,C30646,2026-03-31,South,Books,20.15,Success,Delivered
O9930,C27953,2026-03-31,East,Electronics,0.0,Failed,Delivered
O9931,C54531,2026-03-31,West,Store,435.36,Success,Delivered
O9932,C79048,2026-03-31,East,Fashion,437.1,Success,Delivered
O9933,C80995,2026-03-31,West,Books,331.35,Success,Delivered
O9934,C27483,2026-03-31,North,Electronics,0.0,Failed,Delivered
O9935,C10422,2026-03-31,South,Home,497.36,Success,Delivered
O9936,C43554,2026-03-31,East,Store,159.78,Success,Delivered
O9937,C18993,2026-03-31,East,Fashion,0.0,Failed,Delivered
O9938,C90827,2026-04-01,East,Fashion,339.13,Success,Delivered
O9939,C75833,2026-04-01,North,Store,406.6,Success,Delivered
O9940,C48038,2026-04-01,West,Home,21.83,Success,Delivered
O9941,C45216,2026-04-01,South,Electronics,264.92,Success,Delivered
O9942,C59347,2026-04-01,West,Electronics,270.64,Success,Delivered
O9943,C11013,2026-04-01,West,Books,54.29,Success,Delivered
O9944,C71189,2026-04-01,South,Home,261.73,Success,Delivered
O9945,C35117,2026-04-01,West,Fashion,448.17,Success,Delivered
O9946,C1195,2026-04-01,North,Books,93.94,Success,Delivered
O9947,C8288,2026-04-01,North,Electronics,255.94,Success,In Transit
O9948,C90379,2026-04-01,South,Electronics,445.9,Success,Delivered
O9949,C53803,2026-04-01,South,Books,183.62,Success,Delivered
O9950,C12109,2026-04-01,North,Electronics,469.72,Success,Delivered
O9951,C45006,2026-04-01,South,Home,149.61,Success,Delivered
O9952,C99100,2026-04-01,North,Books,335.48,Success,Delivered
O9953,C41322,2026-04-01,West,Home,137.91,Success,Delivered
O9954,C53570,2026-04-01,North,Home,388.54,Success,Delivered
O9955,C31780,2026-04-01,West,Electronics,157.81,Success,Delivered
O9956,C74762,2026-04-01,South,Fashion,209.49,Success,Delivered
O9957,C32389,2026-04-01,East,Fashion,188.98,Success,Delivered
O9958,C82572,2026-04-01,North,Fashion,175.96,Success,Delivered
O9959,C29601,2026-04-01,West,Home,125.41,Success,Delivered
O9960,C98511,2026-04-01,North,Store,295.91,Success,Delivered
O9961,C82274,2026-04-01,North,Fashion,243.23,Success,In Transit
O9962,C31085,2026-04-01,South,Store,77.77,Success,Delivered
O9963,C38859,2026-04-01,South,Electronics,191.16,Success,Delivered
