ticket_id,customer_id,date,issue_type,priority,description,source_event
T1535,C23489,2026-03-28,Checkout Error,Low,Order could not be completed,Payment Gateway Upgrade
T1536,C68690,2026-03-28,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1537,C10346,2026-03-28,Transaction Failed,Low,Transaction declined unexpectedly,Payment Gateway Upgrade
T1538,C5584,2026-03-28,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1539,C4568,2026-03-28,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1540,C71793,2026-03-28,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1541,C57770,2026-03-28,Transaction Failed,High,Transaction declined unexpectedly,Payment Gateway Upgrade
T1542,C76982,2026-03-28,Checkout Error,Low,Order could not be completed,Payment Gateway Upgrade
T1543,C41786,2026-03-28,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1544,C79466,2026-03-28,Transaction Failed,Medium,Payment processing error,Payment Gateway Upgrade
T1545,C16577,2026-03-28,Checkout Error,High,Checkout process failed,Payment Gateway Upgrade
T1546,C67947,2026-03-28,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1547,C62895,2026-03-28,Checkout Error,Medium,Checkout process failed,Payment Gateway Upgrade
T1548,C85120,2026-03-28,Transaction Failed,High,Purchase failed,Payment Gateway Upgrade
T1549,C29512,2026-03-28,Transaction Failed,Low,Payment processing error,Payment Gateway Upgrade
T1550,C70168,2026-03-28,Payment Failure,Medium,Payment failed during checkout,Payment Gateway Upgrade
T1551,C41911,2026-03-29,Checkout Error,Low,Order could not be completed,Payment Gateway Upgrade
T1552,C78813,2026-03-29,Checkout Error,High,Checkout process failed,Payment Gateway Upgrade
T1553,C58867,2026-03-29,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1554,C13855,2026-03-29,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1555,C41082,2026-03-29,Checkout Error,Low,Order could not be completed,Payment Gateway Upgrade
T1556,C46041,2026-03-29,Checkout Error,High,Order could not be completed,Payment Gateway Upgrade
T1557,C81464,2026-03-29,Checkout Error,Low,Order could not be completed,Payment Gateway Upgrade
T1558,C24355,2026-03-29,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1559,C60893,2026-03-29,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1560,C55515,2026-03-29,Payment Failure,Medium,Unable to complete transaction,Payment Gateway Upgrade
T1561,C9270,2026-03-29,Transaction Failed,Low,Transaction declined unexpectedly,Payment Gateway Upgrade
T1562,C96427,2026-03-29,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1563,C85383,2026-03-29,Transaction Failed,Low,Purchase failed,Payment Gateway Upgrade
T1564,C39726,2026-03-29,Transaction Failed,High,Purchase failed,Payment Gateway Upgrade
T1565,C78864,2026-03-29,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1566,C24701,2026-03-29,Transaction Failed,Medium,Payment processing error,Payment Gateway Upgrade
T1567,C43881,2026-03-29,Checkout Error,Medium,Checkout process failed,Payment Gateway Upgrade
T1568,C76277,2026-03-29,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1569,C82822,2026-03-29,Transaction Failed,Medium,Payment processing error,Payment Gateway Upgrade
T1570,C5530,2026-03-29,Transaction Failed,Low,Purchase failed,Payment Gateway Upgrade
T1571,C6938,2026-03-29,Transaction Failed,Medium,Purchase failed,Payment Gateway Upgrade
T1572,C25280,2026-03-29,Payment Failure,Low,Unable to complete transaction,Payment Gateway Upgrade
T1573,C79738,2026-03-29,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1574,C85712,2026-03-29,Transaction Failed,Medium,Payment processing error,Payment Gateway Upgrade
T1575,C59471,2026-03-29,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1576,C63657,2026-03-29,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1577,C56634,2026-03-29,Transaction Failed,Medium,Purchase failed,Payment Gateway Upgrade
T1578,C48129,2026-03-30,Transaction Failed,Medium,Transaction declined unexpectedly,Payment Gateway Upgrade
T1579,C35399,2026-03-30,Checkout Error,High,Order could not be completed,Payment Gateway Upgrade
T1580,C55422,2026-03-30,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1581,C85999,2026-03-30,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1582,C12862,2026-03-30,Payment Failure,High,Unable to complete transaction,Payment Gateway Upgrade
T1583,C20978,2026-03-30,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1584,C72903,2026-03-30,Transaction Failed,Medium,Payment processing error,Payment Gateway Upgrade
T1585,C55740,2026-03-30,Payment Failure,Low,Unable to complete transaction,Payment Gateway Upgrade
T1586,C993,2026-03-30,Transaction Failed,High,Payment processing error,Payment Gateway Upgrade
T1587,C51376,2026-03-30,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1588,C61869,2026-03-30,Checkout Error,Medium,Checkout page froze,Payment Gateway Upgrade
T1589,C31377,2026-03-30,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1590,C17273,2026-03-30,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1591,C29969,2026-03-30,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1592,C83659,2026-03-30,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1593,C82845,2026-03-30,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1594,C79402,2026-03-30,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1595,C78930,2026-03-30,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1596,C32925,2026-03-30,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1597,C54676,2026-03-30,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1598,C32364,2026-03-30,Transaction Failed,Low,Purchase failed,Payment Gateway Upgrade
T1599,C40719,2026-03-30,Transaction Failed,Low,Purchase failed,Payment Gateway Upgrade
T1600,C52058,2026-03-30,Transaction Failed,High,Purchase failed,Payment Gateway Upgrade
T1601,C154,2026-03-30,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1602,C38368,2026-03-30,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1603,C11050,2026-03-30,Checkout Error,Medium,Checkout page froze,Payment Gateway Upgrade
T1604,C92991,2026-03-30,Payment Failure,Medium,Payment failed during checkout,Payment Gateway Upgrade
T1605,C90778,2026-03-30,Payment Failure,Low,Unable to complete transaction,Payment Gateway Upgrade
T1606,C46855,2026-03-30,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1607,C14142,2026-03-30,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1608,C29814,2026-03-30,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1609,C4583,2026-03-30,Checkout Error,Low,Checkout page froze,Payment Gateway Upgrade
T1610,C42318,2026-03-30,Transaction Failed,Medium,Transaction declined unexpectedly,Payment Gateway Upgrade
T1611,C45255,2026-03-30,Checkout Error,Medium,Checkout process failed,Payment Gateway Upgrade
T1612,C82644,2026-03-30,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1613,C51659,2026-03-31,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1614,C25740,2026-03-31,Checkout Error,High,Checkout page froze,Payment Gateway Upgrade
T1615,C20046,2026-03-31,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1616,C64149,2026-03-31,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1617,C83401,2026-03-31,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1618,C81150,2026-03-31,Payment Failure,Low,Unable to complete transaction,Payment Gateway Upgrade
T1619,C4995,2026-03-31,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1620,C68368,2026-03-31,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1621,C87174,2026-03-31,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1622,C98828,2026-03-31,Checkout Error,High,Checkout process failed,Payment Gateway Upgrade
T1623,C81269,2026-03-31,Checkout Error,Low,Checkout process failed,Payment Gateway Upgrade
T1624,C34566,2026-03-31,Transaction Failed,Low,Purchase failed,Payment Gateway Upgrade
T1625,C22885,2026-03-31,Payment Failure,Medium,Unable to complete transaction,Payment Gateway Upgrade
T1626,C49295,2026-03-31,Transaction Failed,Medium,Transaction declined unexpectedly,Payment Gateway Upgrade
T1627,C535,2026-03-31,Checkout Error,Medium,Checkout page froze,Payment Gateway Upgrade
T1628,C58755,2026-03-31,Payment Failure,Low,Unable to complete transaction,Payment Gateway Upgrade
T1629,C66709,2026-03-31,Payment Failure,High,Card charged but order not placed,Payment Gateway Upgrade
T1630,C19325,2026-03-31,Checkout Error,Medium,Checkout process failed,Payment Gateway Upgrade
T1631,C29710,2026-03-31,Checkout Error,Medium,Order could not be completed,Payment Gateway Upgrade
T1632,C3241,2026-03-31,Checkout Error,High,Order could not be completed,Payment Gateway Upgrade
T1633,C91075,2026-03-31,Payment Failure,Low,Payment failed during checkout,Payment Gateway Upgrade
T1634,C30826,2026-03-31,Transaction Failed,Medium,Transaction declined unexpectedly,Payment Gateway Upgrade
T1635,C2245,2026-03-31,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1636,C50018,2026-03-31,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1637,C64953,2026-03-31,Payment Failure,Medium,Unable to complete transaction,Payment Gateway Upgrade
T1638,C2568,2026-03-31,Payment Failure,Low,Card charged but order not placed,Payment Gateway Upgrade
T1639,C29141,2026-03-31,Payment Failure,High,Card charged but order not placed,Payment Gateway Upgrade
T1640,C10493,2026-03-31,Payment Failure,Medium,Card charged but order not placed,Payment Gateway Upgrade
T1641,C9046,2026-04-01,Order Tracking,Medium,Need tracking information,Normal Operations
T1642,C27303,2026-04-01,Order Tracking,High,Unable to track order,Normal Operations
T1643,C46502,2026-04-01,Refund Request,High,Customer requested refund,Normal Operations
T1644,C84524,2026-04-01,Account Question,High,Unable to update account information,Normal Operations
T1645,C83601,2026-04-01,Order Tracking,Medium,Unable to track order,Normal Operations
T1646,C80584,2026-04-01,Product Inquiry,Low,Need more product information,Normal Operations
T1647,C30078,2026-04-01,Account Question,Medium,Question regarding account settings,Normal Operations
T1648,C46098,2026-04-01,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1649,C51483,2026-04-01,Refund Request,Low,Refund not processed,Normal Operations
T1650,C46826,2026-04-01,Refund Request,Medium,Refund not processed,Normal Operations
T1651,C99042,2026-04-01,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1652,C68160,2026-04-01,Account Question,Medium,Account related inquiry,Normal Operations
T1653,C22786,2026-04-01,Refund Request,Low,Customer requested refund,Normal Operations
T1654,C57940,2026-04-02,Account Question,Medium,Unable to update account information,Normal Operations
T1655,C63222,2026-04-02,Order Tracking,Medium,Need tracking information,Normal Operations
T1656,C32428,2026-04-02,Account Question,Low,Unable to update account information,Normal Operations
T1657,C52410,2026-04-02,Return Request,Medium,Customer wants to return product,Normal Operations
T1658,C81732,2026-04-02,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T1659,C21342,2026-04-02,Order Tracking,Medium,Need tracking information,Normal Operations
T1660,C87760,2026-04-02,Product Inquiry,Low,Need more product information,Normal Operations
T1661,C78841,2026-04-02,Order Tracking,Medium,Need tracking information,Normal Operations
T1662,C87454,2026-04-03,Account Question,Low,Unable to update account information,Normal Operations
T1663,C54531,2026-04-03,Product Inquiry,High,Question about product specifications,Normal Operations
T1664,C9466,2026-04-03,Product Inquiry,Medium,Need more product information,Normal Operations
T1665,C4764,2026-04-03,Order Tracking,Medium,Order status not updated,Normal Operations
T1666,C11212,2026-04-03,Account Question,Low,Unable to update account information,Normal Operations
T1667,C45338,2026-04-03,Account Question,High,Account related inquiry,Normal Operations
T1668,C87228,2026-04-03,Return Request,High,Need assistance with return,Normal Operations
T1669,C5637,2026-04-03,Account Question,Low,Question regarding account settings,Normal Operations
T1670,C5813,2026-04-04,Account Question,Low,Question regarding account settings,Normal Operations
T1671,C67335,2026-04-04,Order Tracking,Medium,Order status not updated,Normal Operations
T1672,C87183,2026-04-04,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1673,C27201,2026-04-04,Account Question,Low,Unable to update account information,Normal Operations
T1674,C86437,2026-04-04,Return Request,High,Return process inquiry,Normal Operations
T1675,C39149,2026-04-04,Account Question,Medium,Question regarding account settings,Normal Operations
T1676,C35451,2026-04-04,Account Question,Low,Account related inquiry,Normal Operations
T1677,C70248,2026-04-04,Account Question,Medium,Account related inquiry,Normal Operations
T1678,C32153,2026-04-04,Account Question,Low,Unable to update account information,Normal Operations
T1679,C90368,2026-04-04,Order Tracking,High,Need tracking information,Normal Operations
T1680,C10764,2026-04-04,Return Request,Medium,Customer wants to return product,Normal Operations
T1681,C27106,2026-04-05,Return Request,High,Need assistance with return,Normal Operations
T1682,C84586,2026-04-05,Account Question,Medium,Account related inquiry,Normal Operations
T1683,C72779,2026-04-05,Order Tracking,High,Unable to track order,Normal Operations
T1684,C82465,2026-04-05,Return Request,Low,Customer wants to return product,Normal Operations
T1685,C90880,2026-04-05,Refund Request,High,Customer requested refund,Normal Operations
T1686,C98959,2026-04-05,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1687,C69203,2026-04-05,Account Question,Low,Question regarding account settings,Normal Operations
T1688,C26628,2026-04-05,Order Tracking,High,Unable to track order,Normal Operations
T1689,C19404,2026-04-05,Return Request,Low,Customer wants to return product,Normal Operations
T1690,C42293,2026-04-05,Account Question,Low,Account related inquiry,Normal Operations
T1691,C93247,2026-04-05,Product Inquiry,Medium,Need more product information,Normal Operations
T1692,C74500,2026-04-06,Refund Request,Medium,Refund not processed,Normal Operations
T1693,C27676,2026-04-06,Account Question,Low,Unable to update account information,Normal Operations
T1694,C19178,2026-04-06,Return Request,Low,Customer wants to return product,Normal Operations
T1695,C84336,2026-04-06,Order Tracking,High,Need tracking information,Normal Operations
T1696,C21674,2026-04-06,Product Inquiry,Medium,Need more product information,Normal Operations
T1697,C71102,2026-04-06,Order Tracking,Medium,Need tracking information,Normal Operations
T1698,C836,2026-04-06,Return Request,Medium,Customer wants to return product,Normal Operations
T1699,C37336,2026-04-06,Order Tracking,Low,Need tracking information,Normal Operations
T1700,C97890,2026-04-06,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T1701,C35920,2026-04-07,Return Request,Medium,Return process inquiry,Normal Operations
T1702,C89627,2026-04-07,Account Question,Medium,Account related inquiry,Normal Operations
T1703,C3492,2026-04-07,Return Request,Medium,Return process inquiry,Normal Operations
T1704,C60409,2026-04-07,Refund Request,High,Refund not processed,Normal Operations
T1705,C25164,2026-04-07,Return Request,Medium,Customer wants to return product,Normal Operations
T1706,C89132,2026-04-07,Return Request,Low,Need assistance with return,Normal Operations
T1707,C43159,2026-04-07,Account Question,High,Account related inquiry,Normal Operations
T1708,C59343,2026-04-07,Account Question,Medium,Question regarding account settings,Normal Operations
T1709,C8606,2026-04-08,Account Question,Medium,Account related inquiry,Normal Operations
T1710,C33133,2026-04-08,Return Request,Low,Need assistance with return,Normal Operations
T1711,C57890,2026-04-08,Refund Request,High,Customer requested refund,Normal Operations
T1712,C29993,2026-04-08,Order Tracking,Low,Unable to track order,Normal Operations
T1713,C79370,2026-04-08,Account Question,Medium,Unable to update account information,Normal Operations
T1714,C23957,2026-04-08,Return Request,Low,Need assistance with return,Normal Operations
T1715,C68686,2026-04-08,Return Request,Low,Customer wants to return product,Normal Operations
T1716,C1169,2026-04-08,Account Question,Medium,Question regarding account settings,Normal Operations
T1717,C35295,2026-04-08,Refund Request,Medium,Refund not processed,Normal Operations
T1718,C10387,2026-04-08,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1719,C79694,2026-04-08,Refund Request,Medium,Customer requested refund,Normal Operations
T1720,C85937,2026-04-08,Account Question,High,Account related inquiry,Normal Operations
T1721,C16646,2026-04-09,Order Tracking,High,Order status not updated,Normal Operations
T1722,C79381,2026-04-09,Order Tracking,High,Order status not updated,Normal Operations
T1723,C33462,2026-04-09,Return Request,High,Return process inquiry,Normal Operations
T1724,C79791,2026-04-09,Account Question,Low,Question regarding account settings,Normal Operations
T1725,C1408,2026-04-09,Account Question,Medium,Account related inquiry,Normal Operations
T1726,C19882,2026-04-09,Account Question,Medium,Account related inquiry,Normal Operations
T1727,C91289,2026-04-09,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1728,C87476,2026-04-09,Account Question,Low,Account related inquiry,Normal Operations
T1729,C24503,2026-04-09,Order Tracking,Medium,Need tracking information,Normal Operations
T1730,C97229,2026-04-09,Product Inquiry,Low,Question about product specifications,Normal Operations
T1731,C10749,2026-04-09,Refund Request,High,Customer requested refund,Normal Operations
T1732,C82235,2026-04-10,Order Tracking,Medium,Unable to track order,Normal Operations
T1733,C11183,2026-04-10,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1734,C26129,2026-04-10,Return Request,Low,Need assistance with return,Normal Operations
T1735,C8950,2026-04-10,Order Tracking,Medium,Need tracking information,Normal Operations
T1736,C24100,2026-04-10,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1737,C53145,2026-04-10,Return Request,High,Return process inquiry,Normal Operations
T1738,C51013,2026-04-10,Return Request,Medium,Customer wants to return product,Normal Operations
T1739,C58124,2026-04-10,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1740,C87319,2026-04-10,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1741,C47375,2026-04-10,Return Request,Low,Customer wants to return product,Normal Operations
T1742,C50902,2026-04-11,Account Question,Medium,Account related inquiry,Normal Operations
T1743,C19157,2026-04-11,Account Question,Low,Question regarding account settings,Normal Operations
T1744,C66607,2026-04-11,Refund Request,Low,Refund not processed,Normal Operations
T1745,C95378,2026-04-11,Return Request,High,Return process inquiry,Normal Operations
T1746,C81915,2026-04-11,Product Inquiry,Low,Need more product information,Normal Operations
T1747,C26184,2026-04-11,Account Question,Medium,Unable to update account information,Normal Operations
T1748,C21412,2026-04-11,Order Tracking,Low,Order status not updated,Normal Operations
T1749,C35209,2026-04-11,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T1750,C51589,2026-04-11,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1751,C36308,2026-04-11,Return Request,Low,Need assistance with return,Normal Operations
T1752,C6379,2026-04-11,Return Request,Low,Return process inquiry,Normal Operations
T1753,C92838,2026-04-12,Return Request,Low,Customer wants to return product,Normal Operations
T1754,C58503,2026-04-12,Refund Request,Low,Customer requested refund,Normal Operations
T1755,C38508,2026-04-12,Return Request,Low,Return process inquiry,Normal Operations
T1756,C47762,2026-04-12,Return Request,Medium,Need assistance with return,Normal Operations
T1757,C67601,2026-04-12,Return Request,Low,Return process inquiry,Normal Operations
T1758,C6131,2026-04-12,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1759,C52710,2026-04-12,Order Tracking,High,Unable to track order,Normal Operations
T1760,C8610,2026-04-12,Product Inquiry,High,Need more product information,Normal Operations
T1761,C8178,2026-04-12,Order Tracking,Low,Need tracking information,Normal Operations
T1762,C89942,2026-04-12,Product Inquiry,High,Need more product information,Normal Operations
T1763,C58032,2026-04-12,Product Inquiry,Low,Question about product specifications,Normal Operations
T1764,C11268,2026-04-12,Account Question,Low,Unable to update account information,Normal Operations
T1765,C57043,2026-04-12,Refund Request,Medium,Refund not processed,Normal Operations
T1766,C65243,2026-04-12,Order Tracking,Medium,Need tracking information,Normal Operations
T1767,C46563,2026-04-13,Return Request,High,Need assistance with return,Normal Operations
T1768,C58536,2026-04-13,Refund Request,Medium,Customer requested refund,Normal Operations
T1769,C3128,2026-04-13,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1770,C66382,2026-04-13,Account Question,Low,Unable to update account information,Normal Operations
T1771,C98659,2026-04-13,Refund Request,Medium,Customer requested refund,Normal Operations
T1772,C32333,2026-04-13,Order Tracking,Medium,Need tracking information,Normal Operations
T1773,C94203,2026-04-13,Return Request,Medium,Need assistance with return,Normal Operations
T1774,C8419,2026-04-13,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T1775,C79956,2026-04-13,Return Request,High,Customer wants to return product,Normal Operations
T1776,C63289,2026-04-13,Account Question,Medium,Question regarding account settings,Normal Operations
T1777,C70602,2026-04-13,Return Request,Low,Customer wants to return product,Normal Operations
T1778,C37123,2026-04-13,Account Question,Low,Account related inquiry,Normal Operations
T1779,C26506,2026-04-14,Product Inquiry,Medium,Need more product information,Normal Operations
T1780,C77512,2026-04-14,Order Tracking,Low,Order status not updated,Normal Operations
T1781,C99398,2026-04-14,Account Question,Low,Account related inquiry,Normal Operations
T1782,C68322,2026-04-14,Return Request,Low,Customer wants to return product,Normal Operations
T1783,C50727,2026-04-14,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T1784,C40829,2026-04-14,Product Inquiry,Low,Need more product information,Normal Operations
T1785,C83796,2026-04-14,Order Tracking,Low,Unable to track order,Normal Operations
T1786,C20317,2026-04-14,Return Request,Medium,Customer wants to return product,Normal Operations
T1787,C85782,2026-04-14,Refund Request,High,Customer requested refund,Normal Operations
T1788,C9590,2026-04-15,Order Tracking,Low,Unable to track order,Normal Operations
T1789,C76426,2026-04-15,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1790,C90199,2026-04-15,Product Inquiry,Low,Need more product information,Normal Operations
T1791,C93852,2026-04-15,Product Inquiry,Medium,Need more product information,Normal Operations
T1792,C96059,2026-04-15,Account Question,High,Question regarding account settings,Normal Operations
T1793,C84628,2026-04-15,Return Request,Medium,Customer wants to return product,Normal Operations
T1794,C3386,2026-04-15,Product Inquiry,Medium,Need more product information,Normal Operations
T1795,C46506,2026-04-15,Order Tracking,High,Order status not updated,Normal Operations
T1796,C35269,2026-04-15,Product Inquiry,High,Need more product information,Normal Operations
T1797,C55183,2026-04-15,Order Tracking,Medium,Need tracking information,Normal Operations
T1798,C24128,2026-04-15,Product Inquiry,Low,Question about product specifications,Normal Operations
T1799,C84147,2026-04-15,Account Question,Medium,Unable to update account information,Normal Operations
T1800,C35188,2026-04-16,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1801,C64923,2026-04-16,Order Tracking,Low,Order status not updated,Normal Operations
T1802,C48292,2026-04-16,Order Tracking,High,Order status not updated,Normal Operations
T1803,C14017,2026-04-16,Order Tracking,Medium,Order status not updated,Normal Operations
T1804,C61721,2026-04-16,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1805,C76479,2026-04-16,Return Request,Low,Need assistance with return,Normal Operations
T1806,C94700,2026-04-16,Order Tracking,Medium,Unable to track order,Normal Operations
T1807,C63746,2026-04-16,Order Tracking,Medium,Need tracking information,Normal Operations
T1808,C14346,2026-04-16,Account Question,Low,Account related inquiry,Normal Operations
T1809,C92245,2026-04-16,Return Request,Low,Return process inquiry,Normal Operations
T1810,C99274,2026-04-16,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1811,C14293,2026-04-16,Order Tracking,Medium,Need tracking information,Normal Operations
T1812,C15621,2026-04-16,Return Request,Low,Return process inquiry,Normal Operations
T1813,C57603,2026-04-17,Refund Request,High,Customer requested refund,Normal Operations
T1814,C92907,2026-04-17,Account Question,Low,Account related inquiry,Normal Operations
T1815,C11354,2026-04-17,Product Inquiry,Low,Need more product information,Normal Operations
T1816,C11438,2026-04-17,Product Inquiry,High,Need more product information,Normal Operations
T1817,C80704,2026-04-17,Refund Request,Low,Customer requested refund,Normal Operations
T1818,C51135,2026-04-17,Product Inquiry,Low,Need more product information,Normal Operations
T1819,C44334,2026-04-17,Return Request,Medium,Return process inquiry,Normal Operations
T1820,C61193,2026-04-17,Refund Request,Low,Customer requested refund,Normal Operations
T1821,C30493,2026-04-17,Order Tracking,Medium,Unable to track order,Normal Operations
T1822,C60278,2026-04-17,Return Request,Medium,Customer wants to return product,Normal Operations
T1823,C50000,2026-04-18,Refund Request,Medium,Customer requested refund,Normal Operations
T1824,C48633,2026-04-18,Account Question,Low,Question regarding account settings,Normal Operations
T1825,C17949,2026-04-18,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1826,C91357,2026-04-18,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1827,C49435,2026-04-18,Order Tracking,Medium,Need tracking information,Normal Operations
T1828,C97353,2026-04-18,Order Tracking,High,Need tracking information,Normal Operations
T1829,C88906,2026-04-18,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1830,C78973,2026-04-18,Refund Request,High,Refund not processed,Normal Operations
T1831,C33333,2026-04-18,Account Question,Medium,Unable to update account information,Normal Operations
T1832,C69207,2026-04-18,Order Tracking,High,Unable to track order,Normal Operations
T1833,C86552,2026-04-18,Account Question,Low,Account related inquiry,Normal Operations
T1834,C60625,2026-04-18,Refund Request,Medium,Customer requested refund,Normal Operations
T1835,C85470,2026-04-18,Account Question,Low,Question regarding account settings,Normal Operations
T1836,C23351,2026-04-18,Product Inquiry,Low,Need more product information,Normal Operations
T1837,C40858,2026-04-19,Return Request,Medium,Customer wants to return product,Normal Operations
T1838,C50712,2026-04-19,Order Tracking,Medium,Order status not updated,Normal Operations
T1839,C96499,2026-04-19,Product Inquiry,Low,Question about product specifications,Normal Operations
T1840,C92865,2026-04-19,Refund Request,Medium,Refund not processed,Normal Operations
T1841,C22341,2026-04-19,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1842,C54226,2026-04-19,Order Tracking,High,Order status not updated,Normal Operations
T1843,C81111,2026-04-19,Refund Request,High,Refund not processed,Normal Operations
T1844,C11802,2026-04-19,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1845,C22399,2026-04-19,Order Tracking,Low,Need tracking information,Normal Operations
T1846,C65141,2026-04-19,Return Request,High,Return process inquiry,Normal Operations
T1847,C52225,2026-04-19,Return Request,Medium,Customer wants to return product,Normal Operations
T1848,C84004,2026-04-19,Product Inquiry,Low,Need more product information,Normal Operations
T1849,C68179,2026-04-19,Refund Request,Medium,Refund not processed,Normal Operations
T1850,C38260,2026-04-20,Product Inquiry,High,Question about product specifications,Normal Operations
T1851,C73170,2026-04-20,Return Request,Low,Customer wants to return product,Normal Operations
T1852,C58902,2026-04-20,Refund Request,Low,Refund not processed,Normal Operations
T1853,C1583,2026-04-20,Return Request,Low,Need assistance with return,Normal Operations
T1854,C62225,2026-04-20,Order Tracking,High,Need tracking information,Normal Operations
T1855,C39391,2026-04-20,Product Inquiry,High,Question about product specifications,Normal Operations
T1856,C22260,2026-04-20,Account Question,Low,Unable to update account information,Normal Operations
T1857,C21603,2026-04-20,Product Inquiry,Low,Question about product specifications,Normal Operations
T1858,C80819,2026-04-20,Order Tracking,Medium,Order status not updated,Normal Operations
T1859,C46203,2026-04-20,Product Inquiry,High,Question about product specifications,Normal Operations
T1860,C24846,2026-04-21,Return Request,Medium,Customer wants to return product,Normal Operations
T1861,C60753,2026-04-21,Product Inquiry,Low,Question about product specifications,Normal Operations
T1862,C30545,2026-04-21,Order Tracking,High,Order status not updated,Normal Operations
T1863,C69604,2026-04-21,Order Tracking,Low,Need tracking information,Normal Operations
T1864,C31417,2026-04-21,Refund Request,Low,Refund not processed,Normal Operations
T1865,C21401,2026-04-21,Order Tracking,Low,Unable to track order,Normal Operations
T1866,C80207,2026-04-21,Order Tracking,Low,Need tracking information,Normal Operations
