review_id,customer_id,date,rating,review_text,source_event
R1712,C29426,2026-03-13,1,Unable to place order after payment,Payment Gateway Upgrade
R1713,C5369,2026-03-13,1,Could not complete my purchase,Payment Gateway Upgrade
R1714,C60295,2026-03-13,2,Unable to place order after payment,Payment Gateway Upgrade
R1715,C12307,2026-03-13,1,Card was charged but order failed,Payment Gateway Upgrade
R1716,C27043,2026-03-13,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1717,C18324,2026-03-13,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1718,C10284,2026-03-13,1,Card was charged but order failed,Payment Gateway Upgrade
R1719,C50226,2026-03-13,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1720,C61382,2026-03-13,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1721,C39792,2026-03-13,1,Could not complete my purchase,Payment Gateway Upgrade
R1722,C57531,2026-03-13,1,Unable to place order after payment,Payment Gateway Upgrade
R1723,C13700,2026-03-13,2,Card was charged but order failed,Payment Gateway Upgrade
R1724,C5314,2026-03-13,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1725,C70424,2026-03-13,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1726,C3559,2026-03-13,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1727,C55879,2026-03-13,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1728,C33770,2026-03-13,2,Card was charged but order failed,Payment Gateway Upgrade
R1729,C53219,2026-03-13,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1730,C58002,2026-03-13,2,Unable to place order after payment,Payment Gateway Upgrade
R1731,C92893,2026-03-13,1,Could not complete my purchase,Payment Gateway Upgrade
R1732,C40318,2026-03-13,1,Card was charged but order failed,Payment Gateway Upgrade
R1733,C10590,2026-03-13,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1734,C93079,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1735,C19602,2026-03-14,1,Unable to place order after payment,Payment Gateway Upgrade
R1736,C9418,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1737,C72056,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1738,C3723,2026-03-14,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1739,C79236,2026-03-14,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1740,C41939,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1741,C97784,2026-03-14,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1742,C83137,2026-03-14,1,Unable to place order after payment,Payment Gateway Upgrade
R1743,C84727,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1744,C31722,2026-03-14,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1745,C2124,2026-03-14,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1746,C80123,2026-03-14,1,Unable to place order after payment,Payment Gateway Upgrade
R1747,C78538,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1748,C78917,2026-03-14,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1749,C77854,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1750,C31981,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1751,C85482,2026-03-14,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1752,C6783,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1753,C77155,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1754,C75875,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1755,C72085,2026-03-14,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1756,C96759,2026-03-14,2,Unable to place order after payment,Payment Gateway Upgrade
R1757,C5696,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1758,C45866,2026-03-14,2,Could not complete my purchase,Payment Gateway Upgrade
R1759,C90896,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1760,C61923,2026-03-14,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1761,C39568,2026-03-14,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1762,C70123,2026-03-14,2,Unable to place order after payment,Payment Gateway Upgrade
R1763,C42317,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1764,C39554,2026-03-14,2,Card was charged but order failed,Payment Gateway Upgrade
R1765,C4687,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1766,C18444,2026-03-14,1,Unable to place order after payment,Payment Gateway Upgrade
R1767,C65553,2026-03-14,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1768,C83748,2026-03-14,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1769,C49242,2026-03-14,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1770,C91997,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1771,C93847,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1772,C52348,2026-03-14,2,Unable to place order after payment,Payment Gateway Upgrade
R1773,C86211,2026-03-14,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1774,C89875,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1775,C53312,2026-03-14,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1776,C90397,2026-03-14,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1777,C4927,2026-03-14,2,Card was charged but order failed,Payment Gateway Upgrade
R1778,C69856,2026-03-14,1,Card was charged but order failed,Payment Gateway Upgrade
R1779,C20324,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1780,C86487,2026-03-14,1,Unable to place order after payment,Payment Gateway Upgrade
R1781,C83830,2026-03-14,1,Could not complete my purchase,Payment Gateway Upgrade
R1782,C45897,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1783,C96838,2026-03-15,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1784,C63929,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1785,C41348,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1786,C25492,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1787,C98582,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1788,C44332,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1789,C39561,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1790,C4676,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1791,C77987,2026-03-15,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1792,C46419,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1793,C20667,2026-03-15,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1794,C90072,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1795,C89390,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1796,C31832,2026-03-15,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1797,C26628,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1798,C58252,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1799,C83292,2026-03-15,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1800,C21685,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1801,C95850,2026-03-15,2,Could not complete my purchase,Payment Gateway Upgrade
R1802,C39322,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1803,C46251,2026-03-15,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1804,C81932,2026-03-15,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1805,C15217,2026-03-15,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1806,C29328,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1807,C67614,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1808,C62560,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1809,C33066,2026-03-15,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1810,C34153,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1811,C29093,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1812,C40470,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1813,C59755,2026-03-15,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1814,C43170,2026-03-15,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1815,C5544,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1816,C45257,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1817,C69346,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1818,C86594,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1819,C48804,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1820,C26271,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1821,C7453,2026-03-15,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1822,C32084,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1823,C93077,2026-03-15,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1824,C30565,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1825,C21154,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1826,C6136,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1827,C79268,2026-03-15,2,Unable to place order after payment,Payment Gateway Upgrade
R1828,C76624,2026-03-15,1,Unable to place order after payment,Payment Gateway Upgrade
R1829,C68313,2026-03-15,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1830,C61588,2026-03-15,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1831,C17047,2026-03-15,1,Could not complete my purchase,Payment Gateway Upgrade
R1832,C5061,2026-03-15,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1833,C71118,2026-03-15,1,Card was charged but order failed,Payment Gateway Upgrade
R1834,C58256,2026-03-15,2,Unable to place order after payment,Payment Gateway Upgrade
R1835,C84285,2026-03-15,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1836,C30006,2026-03-16,2,Card was charged but order failed,Payment Gateway Upgrade
R1837,C43117,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1838,C56064,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1839,C865,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1840,C20956,2026-03-16,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1841,C69591,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1842,C43299,2026-03-16,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1843,C16710,2026-03-16,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1844,C34754,2026-03-16,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1845,C84699,2026-03-16,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1846,C25217,2026-03-16,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1847,C62048,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1848,C78390,2026-03-16,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1849,C95962,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1850,C34755,2026-03-16,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1851,C89525,2026-03-16,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1852,C94109,2026-03-16,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1853,C54384,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1854,C47292,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1855,C7372,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1856,C79527,2026-03-16,2,Card was charged but order failed,Payment Gateway Upgrade
R1857,C7131,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1858,C52665,2026-03-16,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1859,C84079,2026-03-16,1,Unable to place order after payment,Payment Gateway Upgrade
R1860,C75987,2026-03-16,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1861,C17242,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1862,C98603,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1863,C13332,2026-03-16,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1864,C39347,2026-03-16,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1865,C55735,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1866,C46122,2026-03-16,1,Unable to place order after payment,Payment Gateway Upgrade
R1867,C84578,2026-03-16,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1868,C99246,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1869,C90026,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1870,C79080,2026-03-16,2,Card was charged but order failed,Payment Gateway Upgrade
R1871,C83887,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1872,C60740,2026-03-16,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1873,C1894,2026-03-16,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1874,C77363,2026-03-16,1,Unable to place order after payment,Payment Gateway Upgrade
R1875,C33368,2026-03-16,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1876,C57725,2026-03-16,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1877,C15990,2026-03-16,1,Unable to place order after payment,Payment Gateway Upgrade
R1878,C79879,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1879,C30134,2026-03-16,1,Unable to place order after payment,Payment Gateway Upgrade
R1880,C85490,2026-03-16,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1881,C57657,2026-03-16,1,Card was charged but order failed,Payment Gateway Upgrade
R1882,C97821,2026-03-16,2,Could not complete my purchase,Payment Gateway Upgrade
R1883,C27406,2026-03-16,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1884,C97694,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1885,C14415,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1886,C947,2026-03-17,2,Unable to place order after payment,Payment Gateway Upgrade
R1887,C95791,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1888,C41204,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1889,C11351,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1890,C97558,2026-03-17,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1891,C17577,2026-03-17,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1892,C391,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1893,C22491,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1894,C5868,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1895,C1540,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1896,C74230,2026-03-17,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1897,C10311,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1898,C96445,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1899,C82840,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1900,C8948,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1901,C61817,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1902,C66973,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1903,C7355,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1904,C52775,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1905,C64551,2026-03-17,2,Unable to place order after payment,Payment Gateway Upgrade
R1906,C73374,2026-03-17,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1907,C71948,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1908,C693,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1909,C49594,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1910,C6534,2026-03-17,2,Could not complete my purchase,Payment Gateway Upgrade
R1911,C77464,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1912,C77714,2026-03-17,1,Unable to place order after payment,Payment Gateway Upgrade
R1913,C40697,2026-03-17,2,Unable to place order after payment,Payment Gateway Upgrade
R1914,C56549,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1915,C8347,2026-03-17,2,Card was charged but order failed,Payment Gateway Upgrade
R1916,C26141,2026-03-17,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1917,C44149,2026-03-17,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1918,C3957,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1919,C18691,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1920,C98726,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1921,C63852,2026-03-17,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1922,C81419,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1923,C27844,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1924,C17858,2026-03-17,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1925,C91562,2026-03-17,2,Card was charged but order failed,Payment Gateway Upgrade
R1926,C44117,2026-03-17,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1927,C28558,2026-03-17,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1928,C78003,2026-03-17,1,Card was charged but order failed,Payment Gateway Upgrade
R1929,C72096,2026-03-17,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1930,C87594,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1931,C77607,2026-03-17,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1932,C925,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1933,C46419,2026-03-17,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1934,C80847,2026-03-17,1,Could not complete my purchase,Payment Gateway Upgrade
R1935,C82509,2026-03-18,1,Card was charged but order failed,Payment Gateway Upgrade
R1936,C9096,2026-03-18,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1937,C87940,2026-03-18,1,Could not complete my purchase,Payment Gateway Upgrade
R1938,C82477,2026-03-18,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1939,C53052,2026-03-18,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1940,C82937,2026-03-18,2,Unable to place order after payment,Payment Gateway Upgrade
R1941,C44440,2026-03-18,2,Unable to place order after payment,Payment Gateway Upgrade
R1942,C96257,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1943,C9838,2026-03-18,2,Could not complete my purchase,Payment Gateway Upgrade
R1944,C97625,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1945,C58862,2026-03-18,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1946,C68473,2026-03-18,1,Unable to place order after payment,Payment Gateway Upgrade
R1947,C26027,2026-03-18,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1948,C65067,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1949,C28092,2026-03-18,1,Unable to place order after payment,Payment Gateway Upgrade
R1950,C1080,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1951,C55433,2026-03-18,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1952,C7236,2026-03-18,1,Card was charged but order failed,Payment Gateway Upgrade
R1953,C67568,2026-03-18,2,Unable to place order after payment,Payment Gateway Upgrade
R1954,C79824,2026-03-18,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1955,C40645,2026-03-18,1,Unable to place order after payment,Payment Gateway Upgrade
R1956,C25426,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1957,C97650,2026-03-18,1,Could not complete my purchase,Payment Gateway Upgrade
R1958,C95346,2026-03-18,1,Card was charged but order failed,Payment Gateway Upgrade
R1959,C21651,2026-03-18,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1960,C39450,2026-03-18,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1961,C80429,2026-03-18,2,Unable to place order after payment,Payment Gateway Upgrade
R1962,C45761,2026-03-18,1,Card was charged but order failed,Payment Gateway Upgrade
R1963,C6870,2026-03-18,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1964,C55372,2026-03-18,1,Unable to place order after payment,Payment Gateway Upgrade
R1965,C90811,2026-03-18,1,Card was charged but order failed,Payment Gateway Upgrade
R1966,C45748,2026-03-18,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1967,C56357,2026-03-18,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1968,C98431,2026-03-18,2,Could not complete my purchase,Payment Gateway Upgrade
R1969,C45350,2026-03-18,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1970,C41980,2026-03-18,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1971,C88604,2026-03-18,1,Unable to place order after payment,Payment Gateway Upgrade
R1972,C60974,2026-03-18,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1973,C51414,2026-03-18,2,Card was charged but order failed,Payment Gateway Upgrade
R1974,C28757,2026-03-18,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1975,C17011,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1976,C1376,2026-03-19,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1977,C3730,2026-03-19,2,Unable to place order after payment,Payment Gateway Upgrade
R1978,C96871,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1979,C3160,2026-03-19,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1980,C17066,2026-03-19,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1981,C29321,2026-03-19,1,Could not complete my purchase,Payment Gateway Upgrade
R1982,C40735,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1983,C2160,2026-03-19,2,Transaction failed repeatedly,Payment Gateway Upgrade
R1984,C14679,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1985,C6773,2026-03-19,1,Card was charged but order failed,Payment Gateway Upgrade
R1986,C23465,2026-03-19,1,Card was charged but order failed,Payment Gateway Upgrade
R1987,C74025,2026-03-19,1,Could not complete my purchase,Payment Gateway Upgrade
R1988,C84518,2026-03-19,2,Unable to place order after payment,Payment Gateway Upgrade
R1989,C83598,2026-03-19,1,Unable to place order after payment,Payment Gateway Upgrade
R1990,C5623,2026-03-19,2,Could not complete my purchase,Payment Gateway Upgrade
R1991,C93848,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1992,C59252,2026-03-19,1,Checkout page froze multiple times,Payment Gateway Upgrade
R1993,C50211,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R1994,C51629,2026-03-19,1,Unable to place order after payment,Payment Gateway Upgrade
R1995,C85474,2026-03-19,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R1996,C65757,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R1997,C56345,2026-03-19,2,Checkout page froze multiple times,Payment Gateway Upgrade
R1998,C42625,2026-03-19,2,Unable to place order after payment,Payment Gateway Upgrade
R1999,C83792,2026-03-19,1,Could not complete my purchase,Payment Gateway Upgrade
R2000,C81442,2026-03-19,2,Card was charged but order failed,Payment Gateway Upgrade
R2001,C40582,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2002,C14176,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R2003,C84519,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2004,C23284,2026-03-19,2,Could not complete my purchase,Payment Gateway Upgrade
R2005,C59124,2026-03-19,1,Could not complete my purchase,Payment Gateway Upgrade
R2006,C30735,2026-03-19,2,Transaction failed repeatedly,Payment Gateway Upgrade
R2007,C97801,2026-03-19,1,Card was charged but order failed,Payment Gateway Upgrade
R2008,C58756,2026-03-19,2,Transaction failed repeatedly,Payment Gateway Upgrade
R2009,C24163,2026-03-19,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2010,C96503,2026-03-19,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R2011,C9874,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R2012,C5034,2026-03-19,2,Could not complete my purchase,Payment Gateway Upgrade
R2013,C87135,2026-03-19,2,Transaction failed repeatedly,Payment Gateway Upgrade
R2014,C45247,2026-03-19,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R2015,C59659,2026-03-19,1,Unable to place order after payment,Payment Gateway Upgrade
R2016,C89386,2026-03-19,2,Checkout page froze multiple times,Payment Gateway Upgrade
R2017,C12941,2026-03-19,1,Transaction failed repeatedly,Payment Gateway Upgrade
R2018,C32967,2026-03-20,2,Card was charged but order failed,Payment Gateway Upgrade
R2019,C17175,2026-03-20,1,Could not complete my purchase,Payment Gateway Upgrade
R2020,C44238,2026-03-20,2,Transaction failed repeatedly,Payment Gateway Upgrade
R2021,C86007,2026-03-20,2,Could not complete my purchase,Payment Gateway Upgrade
R2022,C25364,2026-03-20,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2023,C72834,2026-03-20,1,Card was charged but order failed,Payment Gateway Upgrade
R2024,C76647,2026-03-20,2,Payment keeps failing during checkout,Payment Gateway Upgrade
R2025,C1606,2026-03-20,1,Card was charged but order failed,Payment Gateway Upgrade
R2026,C29266,2026-03-20,1,Checkout page froze multiple times,Payment Gateway Upgrade
R2027,C25792,2026-03-20,1,Checkout page froze multiple times,Payment Gateway Upgrade
R2028,C91963,2026-03-20,1,Transaction failed repeatedly,Payment Gateway Upgrade
R2029,C99695,2026-03-20,1,Card was charged but order failed,Payment Gateway Upgrade
R2030,C51416,2026-03-20,2,Unable to place order after payment,Payment Gateway Upgrade
R2031,C1516,2026-03-20,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2032,C56241,2026-03-20,2,Checkout page froze multiple times,Payment Gateway Upgrade
R2033,C31187,2026-03-20,2,Checkout page froze multiple times,Payment Gateway Upgrade
R2034,C87030,2026-03-20,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2035,C75484,2026-03-20,1,Checkout page froze multiple times,Payment Gateway Upgrade
R2036,C28351,2026-03-20,1,Card was charged but order failed,Payment Gateway Upgrade
R2037,C97435,2026-03-20,2,Transaction failed repeatedly,Payment Gateway Upgrade
R2038,C61958,2026-03-20,2,Could not complete my purchase,Payment Gateway Upgrade
R2039,C63773,2026-03-20,2,Could not complete my purchase,Payment Gateway Upgrade
R2040,C64174,2026-03-20,1,Unable to place order after payment,Payment Gateway Upgrade
R2041,C81011,2026-03-20,1,Checkout page froze multiple times,Payment Gateway Upgrade
R2042,C13387,2026-03-20,1,Unable to place order after payment,Payment Gateway Upgrade
R2043,C23475,2026-03-20,1,Unable to place order after payment,Payment Gateway Upgrade
R2044,C21046,2026-03-20,1,Could not complete my purchase,Payment Gateway Upgrade
R2045,C22707,2026-03-20,2,Unable to place order after payment,Payment Gateway Upgrade
R2046,C52950,2026-03-20,1,Card was charged but order failed,Payment Gateway Upgrade
R2047,C91757,2026-03-20,2,Checkout page froze multiple times,Payment Gateway Upgrade
R2048,C83256,2026-03-20,1,Payment keeps failing during checkout,Payment Gateway Upgrade
R2049,C61827,2026-03-20,1,Unable to place order after payment,Payment Gateway Upgrade
R2050,C50907,2026-03-20,1,Unable to place order after payment,Payment Gateway Upgrade
